id	text	A7hmedHussien
398	قال الاب لابنه بغضب عندما كان نابليون في سنك كان الاول علي فصله فرد عليه الابن وعندما كان نابليون في سنك كان امبراطور فرنسا	yes
399	بدوي اشتري كمبيوتر خرب عليه الماوس اشتري ضب	yes
400	محششين ياكلون كيوي بخبز ليش يحسبونها فلافل	yes
401	واحد اخذ نصف حبه منوم نام بعين وحده	yes
402	امام صعيدي جا يكبر شال اللي وري حطهم قدام	yes
403	عربجي جاب ولد قال للممرضه لاتغسلونه خلوه بغباره	yes
404	فيه سكران مسكته الشرطه ولعو السفتي قال السكران ادعس جتك الشرطه	yes
405	واوحد كان مسرع مره علي الخط ومعاه زوجته فجاه شاف الشرطي في المرايه يشر له وقف الرجال سيارته وجاه الشرطي وسال الرجال ايش المشكله الشرطي انت كنت مسرع فوق ال كيلوفي الساعه وهالطريق سرعته القصوي ماتتعديعشان كذا انا راح اعطيك مخالفه الرجل لامعليش انا كنت متعدي البشوي زوجته لاانت ماشي علي الاقل قام اعطي الزوج زوجته نظره حقد الشرطي ابعطيك مخالفه بعد عشان الضوء الخلفي مكسور الرجل مكسور اناماكنت ادري انه مكسور الزوجه اووه انت كنت عارف عن اللمبه انها مكسوره من كم اسبوع واعطاها زوجها نظره حقد ثانيه الشرطي ابعطيك بعد ورقه انذار عن عدم ربط حزام الامان الرجل ايه انا فكيته لما وقفت السياره وجيت عندنا الزوجه لالالا انت ماعمرك ربطت حزام الامان التفت الزوج علي زوجته وزعق عليها انتي ماتعرفي تسكتي ابدا سال الشرطي الزوجه لو سمحتي هو دايم يصرخ عليك كذا الزوجه لابس لما يكون سكران قال الشرطي سكران بعد قال الرجل لا لاتصدقها قالت الحرمهما عليك منه لاقين القاروره في السياره يوم سرقناها قال الشرطي يعني السياره مسروقه قال الرجل مسروقه وش الله يهديك لا تهمك هذي ويلتفت علي الحرمه ويقول لها لاتخلين اطلقك اللحين قال الشرطي عسي ماهو دايم يهددك كذا بالطلاق قالت الحرمه اول خله يتزوجني وبعدين يتكلم بالطلاق والحلال فيه واحد	yes
406	في عجوز بالعه لمبه ليش علشان تطلع بنت النور	yes
407	ثلاث عميان طاحوا في حفره قالوا الله لا يعمينا	yes
408	كلب طاح من جدار قام يقول نيونيو	yes
409	هندي خبط عشان الزيت خلص هندي ثاني ماخبط ليه علشانه اصلع	yes
410	هنود متهاوشين وصل الزيت لركب	yes
411	فيه جني يبي يدخل في واحد سوداني ولع كشاف فيه	yes
412	واحد زاحف تزوج سلحفاه	yes
413	فيه دفتر يتمشي ليش فاضي	yes
414	واحد راح السلك الدبلوماسي اتكهرب	yes
415	فيه جندي كل ما دخل المطبخ ضرب تحيه للثلاجه ليش لانها ماركه الجنرال	yes
416	فيه محامي رفع قضيه طاحت عليه	yes
417	فيه واحد بلع ريقه جاه تسمم	yes
418	فيه اثنين راحو مع بعض رجع بعض وخلاهم لحالهم	yes
419	فيه واحد حب طحنوه	yes
420	فيه واحد عداه العيب استني الي بعده	yes
421	فيه واحد نام متاخر فاته الحلم	yes
422	فيه واحد يبي شنبه يطلع ضرب له بوري	yes
423	فيه واحد ضاق صدره اعطاه اخوه الصغير	yes
424	فيه واحد شاف الساعه وحده استحي	yes
425	منه فيه قزم عطس تفنقس	yes
426	مره واحد بلدياتنا بيلعب في منخيره كوعه اتحشر	yes
427	واحد بلدينا شاف دوره مياه راح يسجل	yes
428	فيها صعيدي قتل ابوه لانه سمع عن رحله مجانيه للايتام	yes
429	خكري راح عند ناس مات ابوهم قال يا حرام يعني مافي امل يرجع ثاني	yes
430	صعيدي تمغط حك الطياره	yes
431	فيه قروي شاف نافوره جاب لها سباك	yes
432	غبي لحق حرامي سبقه	yes
433	كهربايي حب يمزح مع زوجته قام يقبصها بزراديه	yes
434	في خروف جاه انهيار عصبي ليش قرب عيد الاضحي	yes
435	قروي سوي عمليه نجحت راح سواها ثاني مره	yes
436	جيزاني دخل كليه الملك فهد الامنيه يبغي يتخرج امير	yes
437	جيزاني جاء الي جده سكن مع عايله يتعلم لغه	yes
438	جيزاني تحضر صار يماني	yes
439	جيزاني اتروش فقد الذاكره	yes
440	جيزاني لبس ثوب جديد للتمويه	yes
441	جيزاني تنظف مسكوه بتهمه تضليل العداله	yes
442	غبي صلي لحاله فاتته ركعه	yes
443	جني دخل جيزاني تحسف	yes
444	واحد ماله حظ دخل هدف بالاعاده طلعت بره	yes
445	صعيدي جابت امراته توام راح يدور علي الرجل الثاني	yes
446	سوداني عمل رجيم تحول الي خيط اسود	yes
447	منشار عمل رجيم تحول الي سكين	yes
448	نذل يدور عند الشرطه ليش زوجته مو رابطه الحزام	yes
449	فيه واحد ما جاه النوم دق عليه بيجر	yes
450	في واحد قروي قطع اشاره خيطها	yes
451	يقول لك في طياره معلقه عليها سوداني لييش دعايه لشاهي ليبتون	yes
452	يقول لك وش وجه الشبه بين الخرف والمكياج كلهم يبيضون الوجه	yes
453	وش وجه الشبه بين القطوه والبنت كل اللي يلاحقونهم كلابه	yes
454	دجاجه انتحرت قالت خلوا ماجي ينفعكم	yes
455	فيه خكري اوجعه ضرسه كتب وصيته	yes
456	فيه خكري مشي في الشمس حافي انهبل	yes
457	فيه خكري حشش حس بالرجوله	yes
458	فيه خكري جفت بشرته مات	yes
459	فيه خكري اكل علبه فياجرا باس زوجته	yes
460	فيه عربجي صدع راسه حط عليه جبس	yes
461	فيه عجوز ماتقوم الا باشتراك	yes
462	فيه واحد قروي حدته الظروف انقلب	yes
463	فيه حرمه جابت توم وجارتها جابت جيري	yes
464	فيه صعيدي بلع سوداني غص في شوشته	yes
465	فيه ميكانيكي اشتري سرير نام تحته	yes
466	فيه واحد بلع موس جرح شعوره	yes
467	فيه ياباني اخترع كمبيوتر وهذا الكمبيوتر اي سوال تسيله يجاوب عليك واخذ عده جوايز من نوبل وجايزه الملك فيصل لحسن اختراع بس جاء حوطي سيله سوال والكمبيوتر قال فو فو فو بوف الكمبيوتر انفجر الحوطي ايش سيله قاله ابو جلمبو قبل ما يجيه جلمبو ايش كان اسمه	yes
